[QUOTE_UNIXTIME], [QUOTE_READTIME], [QUOTE_DATE], [QUOTE_TIME_HOURS], [UNDERLYING_LAST], [EXPIRE_DATE], [EXPIRE_UNIX], [DTE], [C_DELTA], [C_GAMMA], [C_VEGA], [C_THETA], [C_RHO], [C_IV], [C_VOLUME], [C_LAST], [C_SIZE], [C_BID], [C_ASK], [STRIKE], [P_BID], [P_ASK], [P_SIZE], [P_LAST], [P_DELTA], [P_GAMMA], [P_VEGA], [P_THETA], [P_RHO], [P_IV], [P_VOLUME], [STRIKE_DISTANCE], [STRIKE_DISTANCE_PCT]
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000950, , , 0.000000, 10 x 10, 11.730000, 12.780000, 10.000000, 0.000000, 0.010000, 0 x 82, 0.000000, -0.001960, 0.000740, -0.000290, -0.004900, 0.000000, 4.773050, , 12.200000, 0.550000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000480, , 5.000000, 10.940000, 10 x 10, 11.230000, 12.280000, 10.500000, 0.000000, 0.010000, 0 x 40, 0.000000, -0.002360, 0.000820, 0.000220, -0.004920, 0.000000, 4.526450, , 11.700000, 0.528000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, -0.000560, 0.000880, , 14.000000, 16.150000, 10 x 10, 10.730000, 11.780000, 11.000000, 0.000000, 0.010000, 0 x 55, 0.000000, -0.002620, 0.000960, -0.000150, -0.005300, 0.000000, 4.290960, , 11.200000, 0.505000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, -0.000120, 0.000710, , , 0.000000, 10 x 10, 10.230000, 11.280000, 11.500000, 0.000000, 0.010000, 0 x 47, 0.000000, -0.002540, 0.001070, 0.000040, -0.004790, 0.000000, 4.066230, , 10.700000, 0.483000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, -0.000500, 0.000160, , , 0.000000, 10 x 10, 9.730000, 10.780000, 12.000000, 0.000000, 0.010000, 0 x 47, 0.010000, -0.002450, 0.001200, -0.000050, -0.005440, 0.000000, 3.851240, 5.000000, 10.200000, 0.460000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, -0.000400, 0.000580, , , 0.000000, 10 x 10, 9.230000, 10.280000, 12.500000, 0.000000, 0.010000, 0 x 48, 0.000000, -0.002500, 0.001300, 0.000520, -0.004540, 0.000000, 3.644350, , 9.700000, 0.438000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, -0.000500, 0.000950, , 10.000000, 6.700000, 10 x 10, 8.730000, 9.780000, 13.000000, 0.000000, 0.010000, 0 x 44, 0.000000, -0.003110, 0.001470, -0.000190, -0.005230, 0.000000, 3.445790, , 9.200000, 0.415000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000230, , , 0.000000, 10 x 10, 8.230000, 9.280000, 13.500000, 0.000000, 0.010000, 0 x 41, 0.030000, -0.002390, 0.001600, -0.000220, -0.004770, 0.000000, 3.253880, 12.000000, 8.700000, 0.393000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000740, , 10.000000, 12.890000, 10 x 10, 7.730000, 8.780000, 14.000000, 0.000000, 0.010000, 0 x 38, 0.020000, -0.003080, 0.001800, 0.000390, -0.005410, 0.000000, 3.068660, 1.000000, 8.200000, 0.370000
1643749200, 2022-02-01 16:00, 2022-02-01, 16.000000, 22.240000, 2022-02-02, 1643835600, 1.000000, 1.000000, 0.000000, 0.000000, -0.000580, 0.000870, , 1.000000, 5.830000, 10 x 10, 7.230000, 8.280000, 14.500000, 0.000000, 0.010000, 0 x 25, 0.030000, -0.002880, 0.002000, 0.000480, -0.004600, 0.000000, 2.889960, 6.000000, 7.700000, 0.348000
